year,miles,price,brand,color_exterior,color_interior,accidents,number_of_owners
2017,94402.0,9998.0,Dodge,Blue,Black,2.0,1.0
2019,91274.0,29980.0,Ford,White,Brown,0.0,1.0
2021,37798.0,22454.0,Volkswagen,Silver,Black,1.0,1.0
2020,63028.0,12471.0,Kia,Gray,Black,0.0,1.0
2015,95921.0,35999.0,Mercedes-Benz,White,Brown,0.0,2.0
2022,12705.0,46713.0,Mercedes-Benz,White,Gray,0.0,1.0
2014,123058.0,6995.0,Kia,Black,Gray,3.0,3.0
2018,54169.0,48919.0,Porsche,Black,Black,0.0,2.0
2018,39023.0,12995.0,Hyundai,Gray,Black,2.0,1.0
2018,44533.0,21998.0,Honda,Black,Black,0.0,1.0
2022,18068.0,22988.0,Honda,Silver,Unknown,0.0,1.0
2020,70188.0,18300.0,Nissan,Silver,Black,0.0,2.0
2007,148602.0,9542.0,Mercedes-Benz,Black,Black,0.0,3.0
2023,20235.0,19999.0,Toyota,Black,Black,0.0,1.0
2020,42610.0,28987.0,Acura,Silver,Black,0.0,1.0
2019,58536.0,35991.0,Mercedes-Benz,Black,Brown,0.0,2.0
2020,6530.0,50197.0,Ford,Black,Black,0.0,1.0
2018,68069.0,21998.0,Volkswagen,Silver,Black,0.0,4.0
2010,148988.0,7495.0,Ford,White,Gray,2.0,4.0
2021,24639.0,27998.0,Toyota,Black,Black,0.0,1.0
2019,70631.0,16220.0,Toyota,Gray,Black,1.0,2.0
2015,152597.0,5999.0,Dodge,White,Black,1.0,3.0
2022,29703.0,22999.0,Honda,Silver,Black,1.0,1.0
2022,27692.0,34020.0,Mercedes-Benz,Black,Black,0.0,1.0
2020,24023.0,24998.0,Chevrolet,White,Black,0.0,1.0
2023,1844.0,33688.0,Honda,White,Black,0.0,1.0
2022,11987.0,36999.0,BMW,White,Black,1.0,1.0
2020,16111.0,29998.0,INFINITI,Black,Gray,0.0,1.0
2021,23533.0,30678.0,Mercedes-Benz,White,Black,0.0,1.0
2012,110441.0,10880.0,Toyota,White,Gray,0.0,5.0
2021,31326.0,30411.0,BMW,Gray,Beige,0.0,1.0
2018,157394.0,17995.0,Ford,Gray,Gray,0.0,3.0
2018,32704.0,13987.0,Ford,White,Black,0.0,2.0
2016,109937.0,18998.0,Acura,White,Unknown,0.0,3.0
2020,19869.0,20469.0,Honda,White,Unknown,0.0,1.0
2021,38512.0,25998.0,Kia,Silver,Black,0.0,1.0
2014,105118.0,16998.0,Acura,Black,Black,2.0,1.0
2017,81643.0,19495.0,Honda,White,Unknown,0.0,1.0
2021,19237.0,34423.0,Volvo,Gray,Black,0.0,1.0
2019,63070.0,17500.0,Audi,Black,Black,0.0,1.0
2014,84884.0,22995.0,Land Rover,White,White,0.0,1.0
2016,90149.0,19999.0,Jeep,Blue,Black,0.0,4.0
2022,14078.0,44997.0,BMW,Gray,Brown,0.0,1.0
2019,37294.0,28300.0,Lexus,Unknown,Black,0.0,1.0
2023,1935.0,32918.0,Subaru,Brown,Black,0.0,1.0
2013,34678.0,20998.0,Mercedes-Benz,Gray,Black,0.0,2.0
2014,100630.0,10798.0,Volkswagen,White,Black,0.0,1.0
2015,144366.0,7499.0,Scion,Gray,Black,0.0,2.0
2020,24134.0,20998.0,Hyundai,Gray,Black,0.0,1.0
2022,6967.0,30000.0,Subaru,Gray,Gray,0.0,1.0
2015,25104.0,19998.0,BMW,White,Black,0.0,3.0
2024,1535.0,25992.0,Subaru,Blue,Gray,0.0,1.0
2019,33270.0,24000.0,Jaguar,White,Unknown,0.0,2.0
2022,46567.0,62887.0,Land Rover,White,Black,0.0,1.0
2020,103766.0,9950.0,Kia,Gray,Black,0.0,2.0
2020,8924.0,33998.0,Ram,Black,Black,0.0,1.0
2021,14875.0,21998.0,Toyota,White,Black,0.0,2.0
2016,66828.0,20998.0,Toyota,White,Gray,1.0,2.0
2023,6023.0,57444.0,Toyota,Yellow,Black,0.0,1.0
2017,63539.0,25500.0,Chevrolet,Black,Black,1.0,1.0
2020,9949.0,33988.0,Chevrolet,Black,Black,0.0,1.0
2021,40604.0,29998.0,Honda,White,Gray,0.0,2.0
2023,8074.0,42991.0,Toyota,White,Gray,0.0,1.0
2015,89338.0,24900.0,Land Rover,Black,Black,0.0,1.0
2022,65.0,35663.0,Alfa Romeo,Black,Black,0.0,1.0
2021,52646.0,16991.0,Kia,Red,Black,0.0,1.0
2021,47507.0,29998.0,Ford,Gray,Black,0.0,1.0
2021,25185.0,21912.0,Volkswagen,White,Black,0.0,1.0
2018,75932.0,25998.0,Honda,Gray,Gray,1.0,2.0
2016,93420.0,18991.0,Chevrolet,Black,Black,1.0,2.0
2021,27219.0,29997.0,Mercedes-Benz,White,Black,0.0,1.0
2016,127746.0,11990.0,Mercedes-Benz,Black,Black,0.0,2.0
2016,57157.0,15995.0,Mazda,Blue,Black,0.0,1.0
2021,19768.0,35999.0,Toyota,Black,Gray,0.0,1.0
2016,50360.0,17450.0,BMW,Black,Red,0.0,3.0
2020,53724.0,16790.0,Volkswagen,White,Black,1.0,1.0
2020,27213.0,16886.0,Nissan,Red,Black,0.0,2.0
2016,86047.0,12998.0,Chevrolet,White,Black,0.0,2.0
2021,12662.0,26691.0,Mazda,Red,Black,0.0,1.0
2022,18554.0,22998.0,Hyundai,Black,Black,0.0,2.0
2016,54407.0,23896.0,Ford,Gray,Gray,1.0,2.0
2020,7685.0,63728.0,Karma,Black,Black,0.0,1.0
2023,7842.0,39999.0,Mercedes-Benz,Black,Gray,0.0,1.0
2022,35452.0,23000.0,Kia,White,Black,0.0,1.0
2014,103854.0,12495.0,Subaru,White,Gray,1.0,2.0
2018,36871.0,22998.0,Mercedes-Benz,Blue,Gray,2.0,3.0
2018,43865.0,19992.0,Audi,Blue,Black,1.0,2.0
2016,79607.0,15777.0,BMW,Black,Black,0.0,0.0
2018,70218.0,13200.0,Chevrolet,Black,Black,1.0,1.0
2020,66846.0,20996.0,BMW,Black,Black,0.0,1.0
2019,31111.0,27999.0,Chevrolet,Gray,Black,0.0,1.0
2014,133890.0,7495.0,Ford,Silver,Black,0.0,3.0
2021,20863.0,18441.0,Kia,Gray,Gray,0.0,1.0
2017,57090.0,22500.0,Mercedes-Benz,Black,Red,1.0,3.0
2015,77258.0,18998.0,INFINITI,White,Brown,0.0,2.0
2023,3477.0,34998.0,Acura,Blue,Gray,0.0,1.0
2020,33202.0,34998.0,Jaguar,Gray,Black,0.0,1.0
2022,20507.0,24988.0,Dodge,Black,Black,0.0,1.0
2022,55.0,30541.0,Alfa Romeo,Black,Black,0.0,1.0
2021,35759.0,24899.0,Honda,White,Beige,0.0,1.0
2018,62713.0,18998.0,Nissan,Blue,Black,0.0,2.0
2020,26610.0,20998.0,Chevrolet,White,Gray,0.0,1.0
2021,34764.0,22998.0,Kia,White,Black,0.0,1.0
2015,46189.0,15998.0,Nissan,Black,Beige,1.0,1.0
2019,30170.0,29998.0,Jeep,White,Black,0.0,1.0
2018,51323.0,29998.0,Jeep,Black,Black,0.0,2.0
2021,26525.0,30998.0,Lexus,White,Black,0.0,1.0
2023,2880.0,46998.0,Lexus,White,Black,0.0,1.0
2015,94528.0,16998.0,Toyota,Gray,Gray,1.0,1.0
2012,93113.0,16998.0,Toyota,Silver,Gray,0.0,1.0
2015,100521.0,22998.0,Ram,Silver,Gray,0.0,2.0
2020,55376.0,36998.0,Mercedes-Benz,White,Black,0.0,1.0
2022,33071.0,19998.0,Chevrolet,Gray,Gray,0.0,2.0
2018,67262.0,24998.0,Jeep,White,Black,1.0,3.0
2019,57549.0,25998.0,Honda,Silver,Gray,0.0,1.0
2020,22091.0,26998.0,Volvo,Black,Black,0.0,1.0
2021,8006.0,38998.0,Toyota,Gray,Gray,0.0,1.0
2020,54654.0,22998.0,Volkswagen,Blue,Black,0.0,1.0
2019,23240.0,25998.0,Jeep,White,Black,0.0,1.0
2016,117896.0,13599.0,Nissan,White,Black,0.0,1.0
2022,32265.0,19998.0,Chevrolet,Silver,Black,0.0,1.0
2021,43209.0,35998.0,Ford,White,Gray,0.0,2.0
2021,51073.0,24998.0,Subaru,Yellow,Black,0.0,1.0
2018,42044.0,30998.0,Ford,Gray,Gray,0.0,2.0
2019,40718.0,31998.0,Ram,White,Black,0.0,2.0
2020,50197.0,33998.0,Ford,Gray,Black,0.0,1.0
2022,52126.0,20998.0,Chevrolet,Black,Black,1.0,1.0
2020,24391.0,29998.0,Volkswagen,White,Black,1.0,1.0
2021,92871.0,19998.0,Nissan,Gray,Black,0.0,1.0
2015,57578.0,14998.0,Chrysler,White,Black,0.0,1.0
2009,97702.0,9995.0,Land Rover,Purple,Unknown,0.0,0.0
2021,19229.0,29991.0,BMW,White,Black,1.0,1.0
2015,76143.0,10495.0,BMW,Black,Beige,1.0,5.0
2017,71041.0,33986.0,Mercedes-Benz,Silver,Gray,0.0,2.0
2020,23791.0,18995.0,Chevrolet,Silver,Gray,0.0,1.0
2019,68276.0,16399.0,Honda,Gray,Black,1.0,3.0
2021,52534.0,20073.0,Toyota,Black,Black,0.0,1.0
2014,122642.0,8995.0,Nissan,Blue,Black,1.0,2.0
2022,16801.0,19495.0,Toyota,White,Black,0.0,1.0
2015,55056.0,22495.0,Lexus,White,Unknown,0.0,2.0
2019,93938.0,22998.0,Jeep,Black,Black,0.0,2.0
2017,109119.0,20845.0,Lexus,White,Red,2.0,1.0
2014,98094.0,19876.0,Chevrolet,Silver,Black,1.0,5.0
2020,31532.0,20064.0,Toyota,Black,Black,0.0,2.0
2021,13081.0,18998.0,Hyundai,Red,Black,0.0,1.0
2016,58353.0,9500.0,Chevrolet,Gray,Black,0.0,2.0
2019,58361.0,17600.0,Dodge,Red,Black,0.0,1.0
2008,95450.0,9795.0,Audi,Black,Unknown,0.0,0.0
2023,10607.0,37777.0,Land Rover,White,Black,0.0,1.0
2021,69058.0,17300.0,Toyota,Blue,Gray,0.0,1.0
2022,6647.0,49999.0,BMW,Blue,Black,0.0,1.0
2021,39688.0,19078.0,Toyota,Blue,Gray,0.0,1.0
2022,33066.0,29998.0,Chrysler,Black,Black,0.0,1.0
2020,33074.0,31998.0,Ford,White,Black,0.0,1.0
2014,106165.0,9999.0,Honda,Silver,Black,0.0,2.0
2019,36380.0,19998.0,Honda,Blue,Gray,0.0,2.0
2020,54285.0,35998.0,Mercedes-Benz,White,Black,0.0,2.0
2021,22646.0,23500.0,Acura,White,Unknown,0.0,2.0
2020,21005.0,33496.0,Jeep,White,Black,0.0,2.0
2020,36549.0,19591.0,Toyota,White,Black,0.0,1.0
2020,43024.0,29998.0,Ram,Red,Black,1.0,1.0
2022,63.0,31072.0,Alfa Romeo,Black,Black,0.0,1.0
2012,120288.0,7995.0,Honda,Unknown,Unknown,0.0,0.0
2022,41077.0,25593.0,Toyota,Gray,Black,0.0,1.0
2021,63499.0,16000.0,Toyota,White,Gray,0.0,1.0
2022,12172.0,25649.0,Mazda,Red,Black,0.0,1.0
2019,48190.0,43998.0,Ford,White,Brown,0.0,1.0
2013,171456.0,10495.0,Toyota,Black,Unknown,0.0,2.0
2020,23493.0,19998.0,Nissan,White,Black,0.0,1.0
2016,146703.0,6988.0,Dodge,Gray,Black,0.0,2.0
2016,95999.0,25987.0,GMC,White,Brown,0.0,3.0
2015,5369.0,69695.0,Chevrolet,Silver,Red,0.0,2.0
2021,46285.0,20000.0,Kia,White,Black,1.0,1.0
2019,30811.0,27994.0,Honda,Silver,Unknown,0.0,1.0
2021,35704.0,28987.0,Mercedes-Benz,White,Black,0.0,1.0
2015,91040.0,11995.0,Honda,Gray,Unknown,0.0,3.0
2020,49726.0,33851.0,Land Rover,Blue,Black,0.0,1.0
2019,10629.0,40000.0,Mercedes-Benz,Silver,Black,0.0,1.0
2013,125196.0,10995.0,Chevrolet,White,Black,1.0,5.0
2019,32777.0,29500.0,Mercedes-Benz,Black,Black,1.0,2.0
2019,33111.0,19999.0,Honda,Black,Black,0.0,1.0
2021,42003.0,39991.0,Mercedes-Benz,White,Beige,0.0,1.0
2021,25613.0,27995.0,Acura,Blue,Black,0.0,3.0
2023,5614.0,48515.0,Mercedes-Benz,White,Black,0.0,1.0
2021,60665.0,22987.0,Toyota,Black,Black,0.0,1.0
2019,98416.0,32995.0,Chevrolet,White,Black,1.0,2.0
2020,40172.0,21991.0,Nissan,White,Black,0.0,1.0
2020,23960.0,15779.0,Hyundai,Gray,Black,0.0,2.0
2007,104809.0,8895.0,Mercedes-Benz,Silver,Black,1.0,4.0
2019,72455.0,17998.0,Mitsubishi,Black,Black,0.0,2.0
2020,30012.0,25991.0,BMW,Black,Black,2.0,1.0
2021,61537.0,17988.0,Toyota,Unknown,Black,0.0,1.0
2021,20336.0,35448.0,Honda,Silver,Gray,1.0,1.0
2017,48119.0,23222.0,Toyota,Silver,Black,0.0,1.0
2018,102410.0,20998.0,Honda,White,Black,0.0,2.0
2022,7296.0,18999.0,Nissan,Gray,Black,0.0,1.0
2013,98716.0,11999.0,Acura,White,Unknown,0.0,2.0
2017,71003.0,15999.0,Audi,Blue,Brown,1.0,2.0
2020,38340.0,17400.0,Nissan,White,Black,0.0,2.0
2019,70897.0,29998.0,Ford,Blue,Black,0.0,1.0
2020,66634.0,36998.0,Ram,Black,Black,0.0,1.0
2021,39379.0,17998.0,Kia,White,Black,0.0,1.0
2021,23066.0,30998.0,Lexus,White,Red,0.0,2.0
2021,59756.0,36998.0,Ford,White,Gray,0.0,2.0
2019,20687.0,22998.0,Ford,White,Black,0.0,1.0
2019,39599.0,18998.0,Hyundai,White,Gray,0.0,2.0
2021,53667.0,35998.0,Ford,White,Gray,0.0,1.0
2020,32299.0,29998.0,Mercedes-Benz,White,Unknown,1.0,1.0
2023,5375.0,40740.0,Mercedes-Benz,Blue,Beige,0.0,1.0
2010,135592.0,7999.0,Mercedes-Benz,Black,Black,0.0,2.0
2021,2306.0,32493.0,Subaru,Green,Gray,0.0,1.0
2018,49702.0,24998.0,Honda,Silver,Gray,1.0,1.0
2016,39566.0,17998.0,Volkswagen,Gray,Black,0.0,1.0
2021,50587.0,32998.0,Lexus,Tan,Black,1.0,1.0
2015,92678.0,16998.0,Mercedes-Benz,White,Black,0.0,2.0
2020,38746.0,32998.0,Jeep,Gray,Black,0.0,1.0
2020,61605.0,28918.0,Audi,Black,Black,0.0,1.0
2022,24646.0,23995.0,Honda,Gray,Black,0.0,1.0
2017,111065.0,21997.0,Jeep,White,Black,1.0,2.0
2016,68407.0,18998.0,Ford,Gray,Black,2.0,2.0
2021,24998.0,45998.0,Mercedes-Benz,Gray,Black,0.0,1.0
2008,76195.0,28995.0,Bentley,Blue,Unknown,0.0,3.0
2021,35750.0,16999.0,Nissan,Gray,Black,2.0,1.0
2016,116627.0,14998.0,Toyota,Blue,Gray,0.0,2.0
2021,42098.0,63998.0,BMW,Black,Black,0.0,1.0
2011,22571.0,32999.0,Maserati,Black,Beige,0.0,3.0
2014,72485.0,24987.0,Audi,Red,Black,0.0,2.0
2020,62514.0,21987.0,Chevrolet,Blue,Black,2.0,2.0
2015,38846.0,18999.0,Mercedes-Benz,White,Unknown,0.0,2.0
2021,25109.0,31991.0,Volvo,White,Black,0.0,1.0
2023,2195.0,32995.0,Audi,Black,Black,0.0,1.0
2018,104556.0,28998.0,Jeep,Blue,Black,0.0,1.0
2022,11988.0,43563.0,Mercedes-Benz,Red,Beige,0.0,1.0
2023,10269.0,19859.0,Nissan,Silver,Black,0.0,1.0
2021,37147.0,18782.0,Volkswagen,Gray,Black,0.0,1.0
2020,50162.0,23998.0,Subaru,Silver,Black,0.0,1.0
2015,125159.0,13995.0,Toyota,Gray,Gray,0.0,3.0
2017,82219.0,11245.0,Ford,White,Black,0.0,1.0
2022,45722.0,22690.0,Toyota,Black,Black,0.0,1.0
2020,36303.0,18995.0,Honda,Unknown,Unknown,0.0,1.0
2019,82313.0,26998.0,Jeep,White,Black,2.0,1.0
2014,86698.0,12599.0,Kia,Brown,Black,0.0,1.0
2015,70811.0,14895.0,Audi,Black,Black,1.0,2.0
2020,95604.0,13988.0,Nissan,Gray,Black,0.0,1.0
2010,167599.0,5998.0,Ford,White,Gray,0.0,2.0
2015,90699.0,9995.0,Nissan,White,Gray,1.0,2.0
2021,31230.0,26933.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,18949.0,26489.0,Honda,White,Black,0.0,1.0
2022,32353.0,22998.0,Hyundai,Black,Black,1.0,1.0
2023,6283.0,35900.0,Subaru,White,Beige,0.0,1.0
2022,2304.0,42191.0,Volvo,Black,Black,0.0,1.0
2022,33541.0,43379.0,BMW,Gray,Beige,0.0,1.0
2020,107125.0,14650.0,Toyota,Unknown,Unknown,0.0,2.0
2022,20280.0,26994.0,Honda,White,Unknown,0.0,1.0
2023,7911.0,20989.0,Chevrolet,Black,Black,0.0,1.0
2023,6321.0,51187.0,BMW,White,Black,0.0,1.0
2021,36489.0,28994.0,Toyota,Blue,Black,1.0,1.0
2015,85799.0,19200.0,Dodge,Black,Black,4.0,3.0
2023,5533.0,52292.0,BMW,White,Brown,0.0,1.0
2021,18498.0,32415.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,12144.0,27991.0,Lexus,White,Brown,0.0,1.0
2022,8997.0,33956.0,Audi,Silver,Black,0.0,1.0
2019,69689.0,23400.0,Ford,Blue,Black,0.0,2.0
2006,83089.0,9500.0,Chevrolet,Silver,Gray,0.0,5.0
2011,74911.0,15850.0,Mercedes-Benz,Gray,Black,0.0,3.0
2018,9452.0,58495.0,Ford,White,Black,0.0,3.0
2021,23145.0,70498.0,BMW,White,Black,0.0,1.0
2020,32544.0,19498.0,Toyota,Blue,Black,0.0,1.0
2019,119342.0,20999.0,Toyota,White,Gray,0.0,1.0
2022,8972.0,32000.0,Toyota,Gray,Black,0.0,1.0
2018,68049.0,22998.0,Toyota,Black,Black,0.0,2.0
2017,101389.0,14998.0,Volvo,White,Beige,1.0,2.0
2021,43510.0,37998.0,Toyota,Black,Black,0.0,3.0
2010,95812.0,13345.0,Ford,White,Unknown,0.0,2.0
2020,21556.0,31795.0,Acura,White,White,0.0,1.0
2015,80002.0,12995.0,Volkswagen,White,Gray,1.0,3.0
2022,35234.0,23899.0,Toyota,Silver,Black,0.0,1.0
2023,1760.0,32995.0,Audi,Blue,Black,0.0,1.0
2018,70041.0,22998.0,Toyota,Gray,Black,0.0,3.0
2020,35534.0,54896.0,Mercedes-Benz,Black,Brown,0.0,1.0
2017,58726.0,25995.0,Ford,Blue,Gray,0.0,1.0
2012,129209.0,8995.0,Ford,Silver,Black,0.0,4.0
2014,123549.0,11778.0,Subaru,Red,Gray,0.0,3.0
2021,29450.0,22731.0,Toyota,White,Black,0.0,1.0
2021,3274.0,45999.0,BMW,Black,Black,0.0,1.0
2013,105642.0,15998.0,Honda,Black,Unknown,0.0,2.0
2004,74181.0,6495.0,Volvo,Silver,Beige,0.0,2.0
2020,45583.0,17988.0,Kia,Black,Black,0.0,1.0
2014,67217.0,19998.0,Audi,Gray,Black,2.0,1.0
2019,71373.0,8998.0,Toyota,Silver,Blue,0.0,3.0
2019,39358.0,26986.0,Mercedes-Benz,Black,Black,0.0,2.0
2022,32553.0,23495.0,Honda,Red,Black,0.0,1.0
2012,46486.0,13550.0,Honda,Silver,Gray,0.0,3.0
2019,108465.0,11995.0,Ford,White,Gray,0.0,2.0
2016,39162.0,17998.0,Honda,White,Black,0.0,3.0
2022,36151.0,24400.0,Chevrolet,Black,Black,0.0,1.0
2018,68250.0,13499.0,Jeep,Blue,Black,1.0,1.0
2023,4341.0,51825.0,BMW,White,Black,0.0,1.0
2022,43959.0,24400.0,Toyota,White,Gray,0.0,1.0
2019,44512.0,16998.0,Volkswagen,Black,Black,1.0,1.0
2020,64761.0,26444.0,Mercedes-Benz,White,Black,0.0,2.0
2014,70956.0,13499.0,Honda,Gray,Gray,1.0,1.0
2022,25.0,33684.0,Alfa Romeo,Red,Black,0.0,1.0
2021,13159.0,42294.0,Toyota,Silver,Black,0.0,1.0
2023,1789.0,46998.0,Toyota,White,Black,0.0,1.0
2022,2010.0,37856.0,Honda,Black,Black,0.0,1.0
2013,82904.0,10995.0,Hyundai,Silver,Gray,0.0,2.0
2023,25273.0,19699.0,Toyota,Silver,Gray,0.0,1.0
2021,53353.0,19999.0,Dodge,Gray,Black,1.0,1.0
2015,110993.0,11998.0,Nissan,White,Gray,1.0,1.0
2020,42885.0,27994.0,Jeep,Black,Black,0.0,1.0
2015,116291.0,9998.0,Hyundai,Blue,Gray,0.0,1.0
2013,123453.0,11998.0,Hyundai,Blue,Gray,1.0,1.0
2021,30707.0,31500.0,Lexus,White,Red,0.0,1.0
2022,10805.0,25995.0,Honda,Blue,Unknown,0.0,1.0
2018,77042.0,12999.0,Toyota,Black,Black,3.0,1.0
2018,67236.0,26995.0,Land Rover,Gray,Black,0.0,2.0
2020,47519.0,30930.0,Ford,White,Gray,0.0,1.0
2019,13520.0,28495.0,Mercedes-Benz,Silver,Black,0.0,1.0
2023,6882.0,53983.0,Porsche,White,Black,0.0,1.0
2021,55751.0,28998.0,Chevrolet,White,Gray,1.0,1.0
2009,155980.0,5500.0,Toyota,Gold,Beige,0.0,3.0
2024,6157.0,33359.0,Subaru,Silver,Gray,0.0,1.0
2021,42953.0,20998.0,Hyundai,Black,Gray,1.0,1.0
2023,6056.0,49317.0,BMW,White,Black,0.0,1.0
2021,25097.0,31000.0,Lexus,Blue,Black,0.0,1.0
2020,11081.0,35998.0,Land Rover,White,Black,0.0,2.0
2022,44666.0,20998.0,Nissan,Gray,Gray,2.0,1.0
2021,65570.0,15674.0,Nissan,Silver,Gray,0.0,1.0
2022,86.0,35298.0,Alfa Romeo,White,Black,0.0,1.0
2016,56564.0,26998.0,BMW,White,Black,1.0,3.0
2020,56097.0,32578.0,Ford,White,Gray,0.0,1.0
2006,141511.0,5995.0,Subaru,Black,Unknown,2.0,2.0
2022,33228.0,35666.0,Toyota,White,Gray,0.0,1.0
2021,21598.0,17998.0,Kia,Gray,Black,0.0,1.0
2023,7125.0,38777.0,Mercedes-Benz,White,Black,0.0,1.0
2023,9015.0,42558.0,Mercedes-Benz,Red,Gray,0.0,1.0
2012,127177.0,8995.0,Honda,Gray,Gray,0.0,2.0
2022,55.0,30541.0,Alfa Romeo,Blue,Black,0.0,1.0
2022,64.0,35688.0,Alfa Romeo,Black,Black,0.0,1.0
2021,23731.0,36995.0,Audi,Gray,Black,0.0,1.0
2022,7437.0,19988.0,Buick,Black,Black,0.0,1.0
2021,60518.0,16000.0,Toyota,White,Gray,0.0,1.0
2015,53941.0,14708.0,Honda,Gray,Black,2.0,2.0
2005,82528.0,12995.0,Mercedes-Benz,Silver,Gray,2.0,4.0
2016,54227.0,15998.0,Buick,White,Black,0.0,2.0
2016,104746.0,12599.0,Hyundai,Silver,Gray,0.0,2.0
2023,7193.0,44385.0,Mercedes-Benz,White,Black,0.0,1.0
2013,34829.0,15998.0,MINI,Blue,Black,0.0,2.0
2022,34565.0,19293.0,Toyota,Silver,Black,1.0,1.0
2020,25772.0,27933.0,Mercedes-Benz,White,Black,0.0,1.0
2022,14277.0,18641.0,Kia,White,Black,0.0,1.0
2021,31754.0,24999.0,MINI,White,Gray,0.0,1.0
2010,114550.0,7995.0,BMW,White,Black,0.0,3.0
2021,42080.0,37998.0,Ford,White,Gray,0.0,1.0
2021,45301.0,19291.0,Toyota,White,Gray,0.0,1.0
2018,45881.0,18498.0,Toyota,Red,Gray,0.0,1.0
2020,50975.0,21120.0,Ford,White,Beige,0.0,1.0
2020,26064.0,20500.0,Honda,Gray,Black,0.0,1.0
2021,25327.0,69987.0,Dodge,Gray,Red,2.0,1.0
2015,112461.0,13995.0,Jeep,White,Beige,0.0,1.0
2021,51155.0,15857.0,Nissan,White,Gray,0.0,2.0
2023,5350.0,37999.0,Ford,Blue,Black,0.0,1.0
2019,52053.0,12490.0,Nissan,White,Black,0.0,3.0
2013,79850.0,9500.0,Ford,White,Black,0.0,4.0
2019,31066.0,22799.0,Subaru,Gray,Gray,0.0,1.0
2022,40867.0,20998.0,Chevrolet,White,Gray,0.0,1.0
2015,80234.0,14998.0,Subaru,Blue,Black,0.0,2.0
2021,14943.0,24998.0,Nissan,Red,Black,0.0,1.0
2018,31396.0,21998.0,Toyota,Silver,Gray,0.0,2.0
2020,38029.0,20998.0,Chevrolet,White,Black,0.0,1.0
2021,23155.0,23998.0,Ford,White,Black,0.0,1.0
2020,33271.0,23998.0,Volkswagen,Black,Black,1.0,1.0
2021,75854.0,44998.0,Chevrolet,Black,Black,0.0,1.0
2020,34296.0,37998.0,Chevrolet,White,Black,0.0,1.0
2021,16763.0,35999.0,Ram,White,Gray,1.0,1.0
2021,24164.0,29005.0,Toyota,White,Gray,0.0,1.0
2020,51445.0,18998.0,Toyota,White,Black,0.0,3.0
2017,26208.0,23998.0,Honda,Gray,Black,0.0,1.0
2014,42423.0,41998.0,Chevrolet,Black,Black,0.0,1.0
2022,55175.0,17399.0,Toyota,White,Gray,0.0,1.0
2022,36981.0,37894.0,Toyota,Black,Gray,0.0,1.0
2021,41419.0,24999.0,Subaru,White,Gray,0.0,1.0
2018,32702.0,20495.0,Lincoln,Black,Black,0.0,2.0
2020,12789.0,22998.0,Ford,White,Gray,0.0,1.0
2021,38581.0,27806.0,BMW,Silver,Black,1.0,1.0
2015,71416.0,15998.0,Volkswagen,Tan,Black,0.0,3.0
2019,37916.0,18995.0,Nissan,White,Gray,0.0,2.0
2016,91570.0,8999.0,Jeep,Silver,Unknown,0.0,3.0
2019,72649.0,41998.0,Ford,White,Black,0.0,1.0
2021,32683.0,28399.0,Subaru,Green,Beige,0.0,1.0
2021,34855.0,17655.0,Kia,White,Black,2.0,1.0
2020,21949.0,26998.0,INFINITI,Blue,Gray,0.0,1.0
2020,35399.0,27788.0,Toyota,Black,Black,0.0,1.0
2022,34581.0,18288.0,Nissan,White,Black,0.0,1.0
2017,70821.0,13995.0,Nissan,White,Black,2.0,3.0
2023,3057.0,38777.0,Acura,Blue,Black,0.0,1.0
2007,85760.0,8995.0,Mercedes-Benz,White,Brown,2.0,3.0
2023,3119.0,49997.0,Audi,Gray,Black,0.0,1.0
2021,17131.0,25998.0,Mazda,White,Gray,0.0,1.0
2021,21663.0,55498.0,BMW,Black,Red,0.0,1.0
2020,75915.0,17998.0,Nissan,Gray,Beige,0.0,1.0
2017,87809.0,20999.0,Ford,White,Gray,1.0,1.0
2017,82765.0,16998.0,Nissan,Red,Black,0.0,2.0
2021,17605.0,33997.0,Mercedes-Benz,Black,Black,0.0,1.0
2020,28312.0,26498.0,INFINITI,Black,Gray,0.0,1.0
2016,77738.0,21987.0,Mercedes-Benz,Black,Black,0.0,4.0
2014,110915.0,13695.0,Toyota,Gray,Gray,0.0,3.0
2019,60490.0,28998.0,Honda,Brown,Gray,1.0,4.0
2014,146896.0,5495.0,Chrysler,Gray,Black,0.0,5.0
2020,49179.0,21995.0,Toyota,Black,Black,0.0,1.0
2020,34563.0,12950.0,Hyundai,White,Gray,0.0,1.0
2021,22943.0,23896.0,Mazda,Blue,Black,0.0,1.0
2021,40595.0,30998.0,Toyota,Silver,Black,0.0,1.0
2011,137244.0,15500.0,Cadillac,White,Beige,0.0,2.0
2016,21855.0,73495.0,Mercedes-Benz,Black,White,0.0,1.0
2021,44122.0,18891.0,Nissan,White,Black,0.0,1.0
2016,70102.0,14999.0,BMW,Black,Black,0.0,1.0
2020,53669.0,33995.0,Ford,White,Gray,0.0,1.0
2019,56038.0,19896.0,Mitsubishi,Red,Black,0.0,1.0
2015,61719.0,18500.0,Mercedes-Benz,Silver,Black,0.0,2.0
2014,117233.0,14998.0,Toyota,White,Gray,1.0,2.0
2013,120684.0,18495.0,Cadillac,White,Black,0.0,2.0
